gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
PRRC2B	[28,2,0,11]	[4528,202,801,2045]	[35,11,5,37]	[7042,2064,3434,7222]	3.9084e-01	5.3186e-01	1.1531e+00
PRRC2C	[15,1,1,11]	[4541,203,800,2045]	[29,7,8,35]	[7048,2068,3431,7224]	8.3295e-02	7.7288e-01	9.1476e-01
PRRG3	[1,1,0,1]	[4555,203,801,2055]	[4,3,0,2]	[7073,2072,3439,7257]	1.1263e-01	7.3717e-01	1.0095e+00
PRRG4	[4,0,0,1]	[4552,204,801,2055]	[2,0,0,0]	[7075,2075,3439,7259]	2.3253e+00	1.2729e-01	4.1043e+00
PRRT1B	[4,0,0,0]	[4552,204,801,2056]	[8,0,0,2]	[7069,2075,3439,7257]	1.2845e-01	7.2004e-01	6.8051e-01
PRRT3	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	1.9055e-01	6.6246e-01	1.3781e+00
PRRT4	[9,2,0,0]	[4547,202,801,2056]	[9,8,0,24]	[7068,2067,3439,7235]	3.2941e-01	5.6601e-01	7.6460e-01
PRRX1	[2,1,0,0]	[4554,203,801,2056]	[0,1,1,4]	[7077,2074,3438,7255]	1.4662e-01	7.0179e-01	1.8320e+00
PRRX2	[3,0,0,3]	[4553,204,801,2053]	[2,4,0,5]	[7075,2071,3439,7254]	6.9538e-01	4.0434e-01	1.8552e+00
PRSS1	[2,0,0,1]	[4554,204,801,2055]	[3,1,0,5]	[7074,2074,3439,7254]	7.1059e-03	9.3282e-01	8.4282e-01
PRSS12	[5,0,1,1]	[4551,204,800,2055]	[8,5,3,13]	[7069,2070,3436,7246]	5.4494e-01	4.6039e-01	6.5988e-01
PRSS16	[4,1,1,2]	[4552,203,800,2054]	[8,4,1,11]	[7069,2071,3438,7248]	1.9189e-03	9.6506e-01	9.3534e-01
PRSS2	[6,0,0,1]	[4550,204,801,2055]	[8,1,1,3]	[7069,2074,3438,7256]	4.8962e-03	9.4422e-01	1.0874e+00
PRSS21	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.7936e-01	5.3795e-01	5.5125e+00
PRSS23	[3,0,0,1]	[4553,204,801,2055]	[8,2,0,9]	[7069,2073,3439,7250]	1.0700e+00	3.0094e-01	4.9122e-01
PRSS27	[3,0,0,0]	[4553,204,801,2056]	[2,3,1,5]	[7075,2072,3438,7254]	1.5173e-04	9.9017e-01	7.7845e-01
PRSS3	[2,0,0,1]	[4554,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	7.3756e-01	3.9044e-01	3.2605e+00
PRSS33	[1,0,0,1]	[4555,204,801,2055]	[1,1,0,3]	[7076,2074,3439,7256]	5.2475e-02	8.1881e-01	1.2138e+00
PRSS35	[3,0,0,2]	[4553,204,801,2054]	[0,3,1,8]	[7077,2072,3438,7251]	1.5409e-01	6.9466e-01	1.5224e+00
PRSS36	[5,1,0,3]	[4551,203,801,2053]	[14,6,3,14]	[7063,2069,3436,7245]	9.8421e-01	3.2116e-01	6.4954e-01
PRSS37	[1,0,1,1]	[4555,204,800,2055]	[0,1,2,3]	[7077,2074,3437,7256]	2.2087e-01	6.3838e-01	1.9473e+00
PRSS38	[4,0,0,1]	[4552,204,801,2055]	[3,3,1,3]	[7074,2072,3438,7256]	6.3532e-02	8.0100e-01	1.4004e+00
PRSS41	[3,0,0,1]	[4553,204,801,2055]	[7,3,3,7]	[7070,2072,3436,7252]	9.1272e-01	3.3939e-01	5.0823e-01
PRSS48	[0,0,0,0]	[4556,204,801,2056]	[5,0,0,1]	[7072,2075,3439,7258]	2.0683e+00	1.5039e-01	0.0000e+00
PRSS50	[1,1,0,0]	[4555,203,801,2056]	[3,1,2,4]	[7074,2074,3437,7255]	1.2150e-01	7.2741e-01	6.0138e-01
PRSS51	[4,1,0,2]	[4552,203,801,2054]	[6,2,1,4]	[7071,2073,3438,7255]	1.6874e-01	6.8123e-01	1.3619e+00
PRSS54	[2,0,0,2]	[4554,204,801,2054]	[1,0,0,3]	[7076,2075,3439,7256]	9.4772e-01	3.3030e-01	2.6348e+00
PRSS55	[8,0,1,1]	[4548,204,800,2055]	[7,5,0,8]	[7070,2070,3439,7251]	1.7701e-01	6.7395e-01	1.3036e+00
PRSS56	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	8.2874e-02	7.7344e-01	1.9610e+00
PRSS57	[1,0,0,0]	[4555,204,801,2056]	[4,3,1,1]	[7073,2072,3438,7258]	7.3358e-01	3.9173e-01	2.7090e-01
PRSS58	[0,0,0,0]	[4556,204,801,2056]	[3,0,1,1]	[7074,2075,3438,7258]	1.1312e+00	2.8753e-01	0.0000e+00
PRTFDC1	[0,0,0,0]	[4556,204,801,2056]	[2,2,0,3]	[7075,2073,3439,7256]	1.0945e+00	2.9548e-01	0.0000e+00
PRTG	[8,0,0,2]	[4548,204,801,2054]	[6,5,1,7]	[7071,2070,3438,7252]	3.5732e-01	5.5000e-01	1.4185e+00
PRTN3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,7]	[7075,2075,3439,7252]	1.9901e+00	1.5833e-01	0.0000e+00
PRUNE1	[1,0,0,2]	[4555,204,801,2054]	[3,3,1,4]	[7074,2072,3438,7255]	9.6561e-03	9.2172e-01	8.6145e-01
PRUNE2	[15,2,1,9]	[4541,202,800,2047]	[36,24,1,47]	[7041,2051,3438,7212]	2.3609e+00	1.2441e-01	6.9887e-01
PRX	[10,2,0,5]	[4546,202,801,2051]	[12,2,2,20]	[7065,2073,3437,7239]	2.6167e-01	6.0898e-01	1.2208e+00
PRXL2A	[0,1,0,0]	[4556,203,801,2056]	[5,0,0,1]	[7072,2075,3439,7258]	4.0884e-01	5.2256e-01	4.1786e-01
PRXL2C	[1,0,0,1]	[4555,204,801,2055]	[8,0,1,3]	[7069,2075,3438,7256]	1.4732e+00	2.2485e-01	3.4812e-01
PSAP	[4,1,0,3]	[4552,203,801,2053]	[7,3,0,12]	[7070,2072,3439,7247]	4.1204e-02	8.3914e-01	1.0041e+00
PSAPL1	[4,1,0,5]	[4552,203,801,2051]	[9,6,1,11]	[7068,2069,3438,7248]	5.7824e-04	9.8082e-01	1.0842e+00
PSAT1	[4,0,0,0]	[4552,204,801,2056]	[5,1,1,4]	[7072,2074,3438,7255]	1.1299e-02	9.1535e-01	7.7994e-01
PSCA	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
PSD	[2,0,0,0]	[4554,204,801,2056]	[7,1,1,8]	[7070,2074,3438,7251]	2.5099e+00	1.1313e-01	2.5405e-01
PSD2	[3,0,1,2]	[4553,204,800,2054]	[9,2,1,13]	[7068,2073,3438,7246]	7.2419e-01	3.9477e-01	6.2003e-01
PSD3	[8,0,0,3]	[4548,204,801,2053]	[17,4,0,21]	[7060,2071,3439,7238]	1.4993e+00	2.2078e-01	6.1776e-01
PSD4	[9,0,0,1]	[4547,204,801,2055]	[16,9,1,25]	[7061,2066,3438,7234]	3.2150e+00	7.2964e-02	4.8884e-01
PSEN1	[4,0,0,0]	[4552,204,801,2056]	[7,3,1,6]	[7070,2072,3438,7253]	6.2449e-01	4.2939e-01	5.3773e-01
PSEN2	[4,0,0,3]	[4552,204,801,2053]	[10,1,1,6]	[7067,2074,3438,7253]	1.2021e-02	9.1270e-01	8.6435e-01
PSG1	[4,0,0,1]	[4552,204,801,2055]	[10,4,1,10]	[7067,2071,3438,7249]	1.5348e+00	2.1540e-01	4.8127e-01
PSG3	[6,0,0,0]	[4550,204,801,2056]	[9,1,2,11]	[7068,2074,3437,7248]	8.8116e-01	3.4788e-01	5.6824e-01
PSG4	[4,1,1,5]	[4552,203,800,2051]	[10,5,0,9]	[7067,2070,3439,7250]	2.2613e-01	6.3441e-01	1.2683e+00
PSG5	[1,0,0,2]	[4555,204,801,2054]	[2,1,1,2]	[7075,2074,3438,7257]	1.6381e-02	8.9816e-01	1.4418e+00
PSG6	[5,0,0,4]	[4551,204,801,2052]	[8,2,0,11]	[7069,2073,3439,7248]	1.1301e-03	9.7318e-01	1.0731e+00
PSG7	[3,0,0,0]	[4553,204,801,2056]	[8,0,0,4]	[7069,2075,3439,7255]	8.6480e-01	3.5240e-01	4.5416e-01
PSG8	[6,0,0,1]	[4550,204,801,2055]	[9,4,1,12]	[7068,2071,3438,7247]	5.1064e-01	4.7486e-01	6.5880e-01
PSG9	[3,0,1,2]	[4553,204,800,2054]	[9,2,2,9]	[7068,2073,3437,7250]	3.5134e-01	5.5336e-01	6.9103e-01
PSIP1	[2,1,1,1]	[4554,203,800,2055]	[8,4,1,4]	[7069,2071,3438,7255]	3.0182e-02	8.6208e-01	8.1457e-01
PSKH1	[4,0,0,0]	[4552,204,801,2056]	[4,1,1,4]	[7073,2074,3438,7255]	1.4942e-02	9.0271e-01	8.9200e-01
PSKH2	[3,0,0,2]	[4553,204,801,2054]	[2,0,1,4]	[7075,2075,3438,7255]	4.4533e-01	5.0456e-01	1.8246e+00
PSMA1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
PSMA3	[2,1,0,0]	[4554,203,801,2056]	[2,1,0,3]	[7075,2074,3439,7256]	5.2144e-03	9.4243e-01	1.3860e+00
PSMA4	[2,0,0,0]	[4554,204,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	1.1753e-01	7.3173e-01	9.2577e-01
PSMA5	[1,1,0,0]	[4555,203,801,2056]	[3,1,0,0]	[7074,2074,3439,7259]	5.4065e-02	8.1614e-01	1.2013e+00
PSMA7	[0,0,0,1]	[4556,204,801,2055]	[1,0,1,2]	[7076,2075,3438,7257]	7.2951e-02	7.8709e-01	7.6246e-01
PSMA8	[3,0,0,0]	[4553,204,801,2056]	[0,0,0,4]	[7077,2075,3439,7255]	1.3942e-01	7.0886e-01	2.0672e+00
PSMB1	[0,0,1,0]	[4556,204,800,2056]	[6,1,1,2]	[7071,2074,3438,7257]	1.4314e+00	2.3154e-01	2.6416e-01
PSMB2	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,5]	[7074,2075,3439,7254]	7.5551e-01	3.8474e-01	2.6691e-01
PSMB3	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
PSMB5	[2,0,0,1]	[4554,204,801,2055]	[4,1,0,4]	[7073,2074,3439,7255]	7.7927e-04	9.7773e-01	7.8605e-01
PSMB7	[3,0,0,0]	[4553,204,801,2056]	[5,1,0,1]	[7072,2074,3439,7258]	1.4848e-03	9.6926e-01	8.0443e-01
PSMB8	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
PSMB9	[1,0,0,0]	[4555,204,801,2056]	[3,0,1,3]	[7074,2075,3438,7256]	5.1919e-01	4.7119e-01	3.0018e-01
PSMC1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
PSMC2	[2,0,0,0]	[4554,204,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	1.1753e-01	7.3173e-01	9.2577e-01
PSMC3	[5,1,0,2]	[4551,203,801,2054]	[6,4,0,4]	[7071,2071,3439,7255]	4.9706e-01	4.8080e-01	1.5355e+00
PSMC4	[0,0,0,1]	[4556,204,801,2055]	[7,2,0,8]	[7070,2073,3439,7251]	3.4377e+00	6.3723e-02	1.6614e-01
PSMC6	[2,0,0,0]	[4554,204,801,2056]	[4,2,0,3]	[7073,2073,3439,7256]	2.2657e-01	6.3408e-01	5.0519e-01
PSMD1	[7,1,0,4]	[4549,203,801,2052]	[8,5,1,11]	[7069,2070,3438,7248]	3.7182e-01	5.4201e-01	1.3376e+00
PSMD11	[3,0,0,0]	[4553,204,801,2056]	[4,1,0,5]	[7073,2074,3439,7254]	7.2426e-02	7.8784e-01	6.6120e-01
PSMD12	[2,0,0,2]	[4554,204,801,2054]	[3,4,0,6]	[7074,2071,3439,7253]	6.0420e-02	8.0583e-01	9.7127e-01
PSMD13	[2,1,0,0]	[4554,203,801,2056]	[2,0,0,5]	[7075,2075,3439,7254]	3.5607e-02	8.5033e-01	1.1274e+00
PSMD14	[4,0,0,2]	[4552,204,801,2054]	[3,1,0,5]	[7074,2074,3439,7254]	4.2797e-01	5.1299e-01	1.6864e+00
PSMD2	[9,0,0,5]	[4547,204,801,2051]	[18,4,2,13]	[7059,2071,3437,7246]	6.0492e-02	8.0572e-01	8.7933e-01
PSMD3	[3,0,1,2]	[4553,204,800,2054]	[9,0,0,8]	[7068,2075,3439,7251]	7.5090e-02	7.8406e-01	7.9271e-01
PSMD4	[1,0,0,0]	[4555,204,801,2056]	[5,1,1,4]	[7072,2074,3438,7255]	1.7201e+00	1.8968e-01	1.9490e-01
PSMD5	[2,0,0,2]	[4554,204,801,2054]	[6,4,1,5]	[7071,2071,3438,7254]	1.4660e-01	7.0180e-01	6.9358e-01
PSMD8	[1,0,1,0]	[4555,204,800,2056]	[1,0,1,0]	[7076,2075,3438,7259]	1.4669e-01	7.0172e-01	2.4458e+00
PSME3	[4,1,0,1]	[4552,203,801,2055]	[2,0,1,3]	[7075,2075,3438,7256]	1.6821e+00	1.9464e-01	2.5238e+00
PSME4	[12,0,0,9]	[4544,204,801,2047]	[14,8,2,13]	[7063,2067,3437,7246]	1.7479e+00	1.8615e-01	1.5168e+00
PSMF1	[1,0,0,0]	[4555,204,801,2056]	[2,0,1,3]	[7075,2075,3438,7256]	1.9995e-01	6.5476e-01	3.7216e-01
PSMG1	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,0]	[7075,2074,3439,7259]	6.9692e-02	7.9179e-01	6.9695e-01
PSMG2	[2,0,0,0]	[4554,204,801,2056]	[4,1,0,1]	[7073,2074,3439,7258]	1.5235e-02	9.0177e-01	6.4816e-01
PSMG3	[0,0,0,2]	[4556,204,801,2054]	[2,1,1,1]	[7075,2074,3438,7258]	4.0844e-02	8.3984e-01	1.2153e+00
PSMG4	[5,0,0,1]	[4551,204,801,2055]	[4,1,1,6]	[7073,2074,3438,7253]	6.4298e-03	9.3609e-01	1.2058e+00
PSPC1	[5,0,0,1]	[4551,204,801,2055]	[1,3,1,4]	[7076,2072,3438,7255]	9.4010e-01	3.3225e-01	2.2068e+00
PSPH	[2,0,1,0]	[4554,204,800,2056]	[2,0,0,1]	[7075,2075,3439,7258]	2.1467e-01	6.4313e-01	2.0200e+00
PSRC1	[4,1,0,1]	[4552,203,801,2055]	[6,1,0,8]	[7071,2074,3439,7251]	4.2727e-02	8.3624e-01	9.8050e-01
PSTK	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,6]	[7076,2075,3439,7253]	1.7546e-02	8.9462e-01	8.0858e-01
PSTPIP1	[11,0,0,2]	[4545,204,801,2054]	[11,4,0,9]	[7066,2071,3439,7250]	1.6183e-01	6.8748e-01	1.2406e+00
PSTPIP2	[5,0,0,3]	[4551,204,801,2053]	[6,2,1,1]	[7071,2073,3438,7258]	1.0401e+00	3.0780e-01	1.8315e+00
PTAFR	[2,0,1,0]	[4554,204,800,2056]	[5,0,0,7]	[7072,2075,3439,7252]	3.1472e-01	5.7480e-01	5.7873e-01
PTAR1	[3,0,0,1]	[4553,204,801,2055]	[2,3,2,4]	[7075,2072,3437,7255]	1.6662e-02	8.9729e-01	1.1262e+00
PTBP1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
PTBP2	[5,0,0,1]	[4551,204,801,2055]	[3,4,0,8]	[7074,2071,3439,7251]	1.3188e-04	9.9084e-01	1.1584e+00
PTBP3	[4,0,0,6]	[4552,204,801,2050]	[4,2,0,5]	[7073,2073,3439,7254]	3.5719e+00	5.8766e-02	2.4975e+00
PTCD2	[3,1,0,3]	[4553,203,801,2053]	[2,2,1,2]	[7075,2073,3438,7257]	3.6293e+00	5.6770e-02	3.1883e+00
PTCD3	[1,0,1,1]	[4555,204,800,2055]	[7,3,3,6]	[7070,2072,3436,7253]	1.2234e+00	2.6870e-01	4.4840e-01
PTCH1	[9,0,0,6]	[4547,204,801,2050]	[20,9,6,37]	[7057,2066,3433,7222]	3.3393e+00	6.7644e-02	5.6491e-01
PTCH2	[7,0,0,6]	[4549,204,801,2050]	[14,5,0,20]	[7063,2070,3439,7239]	8.4119e-02	7.7179e-01	8.6334e-01
PTCHD1	[3,1,0,0]	[4553,203,801,2056]	[12,4,0,10]	[7065,2071,3439,7249]	2.8511e+00	9.1311e-02	3.7612e-01
PTCHD4	[7,1,0,6]	[4549,203,801,2050]	[13,7,3,13]	[7064,2068,3436,7246]	3.9795e-03	9.4970e-01	1.0756e+00
PTCRA	[1,0,0,0]	[4555,204,801,2056]	[4,1,0,1]	[7073,2074,3439,7258]	4.0884e-01	5.2256e-01	3.2402e-01
PTDSS1	[3,0,0,1]	[4553,204,801,2055]	[8,3,0,4]	[7069,2072,3439,7255]	3.7419e-01	5.4073e-01	6.0761e-01
PTDSS2	[7,0,0,2]	[4549,204,801,2054]	[5,3,0,7]	[7072,2072,3439,7252]	5.1380e-01	4.7350e-01	1.5429e+00
PTEN	[1,0,0,0]	[4555,204,801,2056]	[3,1,0,4]	[7074,2074,3439,7255]	6.2683e-01	4.2852e-01	2.8322e-01
PTER	[2,0,0,1]	[4554,204,801,2055]	[1,0,0,2]	[7076,2075,3439,7257]	3.5712e-01	5.5011e-01	2.3966e+00
PTF1A	[4,0,0,1]	[4552,204,801,2055]	[6,2,0,7]	[7071,2073,3439,7252]	3.3298e-02	8.5521e-01	7.8845e-01
PTGDR	[7,0,0,2]	[4549,204,801,2054]	[3,2,3,8]	[7074,2073,3436,7251]	5.6313e-01	4.5300e-01	1.5785e+00
PTGER2	[5,0,0,0]	[4551,204,801,2056]	[11,5,0,4]	[7066,2070,3439,7255]	8.9689e-01	3.4362e-01	5.3908e-01
PTGER3	[1,0,0,2]	[4555,204,801,2054]	[8,3,0,7]	[7069,2072,3439,7252]	1.3212e+00	2.5037e-01	4.3780e-01
PTGER4	[5,1,0,5]	[4551,203,801,2051]	[5,0,1,13]	[7072,2075,3438,7246]	9.5324e-01	3.2890e-01	1.5656e+00
PTGES	[4,0,0,0]	[4552,204,801,2056]	[5,3,0,0]	[7072,2072,3439,7259]	3.6046e-02	8.4942e-01	1.0929e+00
PTGES2	[5,1,0,0]	[4551,203,801,2056]	[7,2,0,4]	[7070,2073,3439,7255]	3.2548e-02	8.5683e-01	1.0392e+00
PTGES3	[0,0,0,1]	[4556,204,801,2055]	[5,1,0,1]	[7072,2074,3439,7258]	6.0535e-01	4.3654e-01	3.4350e-01
PTGES3L	[0,0,0,1]	[4556,204,801,2055]	[0,1,0,4]	[7077,2074,3439,7255]	1.0007e-01	7.5174e-01	8.0132e-01
PTGFR	[2,0,0,0]	[4554,204,801,2056]	[9,0,0,3]	[7068,2075,3439,7256]	1.9468e+00	1.6294e-01	2.9033e-01
PTGFRN	[9,0,2,5]	[4547,204,799,2051]	[16,9,1,18]	[7061,2066,3438,7241]	6.0996e-03	9.3775e-01	9.7859e-01
PTGIR	[6,0,0,0]	[4550,204,801,2056]	[5,3,0,7]	[7072,2072,3439,7252]	3.5203e-02	8.5117e-01	9.6772e-01
PTGIS	[6,0,0,0]	[4550,204,801,2056]	[4,0,1,10]	[7073,2075,3438,7249]	8.2629e-03	9.2757e-01	9.2109e-01
PTGR1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	2.9989e-03	9.5633e-01	5.7726e-01
PTGS1	[2,0,0,0]	[4554,204,801,2056]	[9,3,1,9]	[7068,2072,3438,7250]	3.9624e+00	4.6527e-02	2.0364e-01
PTGS2	[0,0,0,0]	[4556,204,801,2056]	[3,0,1,4]	[7074,2075,3438,7255]	1.9612e+00	1.6138e-01	0.0000e+00
PTH1R	[7,1,1,0]	[4549,203,800,2056]	[10,4,0,7]	[7067,2071,3439,7252]	1.9841e-02	8.8798e-01	1.0276e+00
PTH2R	[4,0,0,1]	[4552,204,801,2055]	[2,1,0,5]	[7075,2074,3439,7254]	2.1328e-01	6.4421e-01	1.6259e+00
PTK2	[2,2,0,1]	[4554,202,801,2055]	[8,3,0,8]	[7069,2072,3439,7251]	1.6689e-01	6.8289e-01	7.3841e-01
PTK2B	[4,0,0,0]	[4552,204,801,2056]	[6,2,0,11]	[7071,2073,3439,7248]	9.2341e-01	3.3658e-01	4.9071e-01
PTK6	[5,0,0,2]	[4551,204,801,2054]	[8,9,0,6]	[7069,2066,3439,7253]	5.0936e-03	9.4310e-01	8.7396e-01
PTK7	[10,0,1,2]	[4546,204,800,2054]	[15,1,0,21]	[7062,2074,3439,7238]	2.6760e-01	6.0495e-01	7.9719e-01
PTN	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	3.6159e-01	5.4763e-01	3.3106e-01
PTP4A3	[2,0,0,0]	[4554,204,801,2056]	[3,0,0,2]	[7074,2075,3439,7257]	6.5596e-03	9.3545e-01	7.5266e-01
PTPA	[3,0,0,2]	[4553,204,801,2054]	[4,3,0,7]	[7073,2072,3439,7252]	7.1296e-02	7.8946e-01	1.0010e+00
PTPDC1	[4,1,0,2]	[4552,203,801,2054]	[8,2,0,6]	[7069,2073,3439,7253]	1.2237e-02	9.1192e-01	1.0574e+00
PTPMT1	[0,0,0,1]	[4556,204,801,2055]	[2,0,0,0]	[7075,2075,3439,7259]	3.7936e-01	5.3795e-01	9.9488e-01
PTPN1	[1,1,0,0]	[4555,203,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	7.1434e-02	7.8926e-01	1.1558e+00
PTPN11	[3,0,0,4]	[4553,204,801,2052]	[5,5,1,1]	[7072,2070,3438,7258]	7.9600e-01	3.7229e-01	1.7559e+00
PTPN12	[3,0,0,2]	[4553,204,801,2054]	[7,2,0,7]	[7070,2073,3439,7252]	8.2794e-02	7.7355e-01	7.5753e-01
PTPN13	[8,0,0,4]	[4548,204,801,2052]	[21,8,2,35]	[7056,2067,3437,7224]	5.0425e+00	2.4732e-02	4.6752e-01
PTPN14	[9,3,0,7]	[4547,201,801,2049]	[16,5,2,24]	[7061,2070,3437,7235]	4.8872e-02	8.2504e-01	1.1030e+00
PTPN18	[4,0,0,1]	[4552,204,801,2055]	[3,4,1,7]	[7074,2071,3438,7252]	5.6440e-02	8.1221e-01	9.8339e-01
PTPN2	[0,1,0,0]	[4556,203,801,2056]	[6,1,0,7]	[7071,2074,3439,7252]	2.3702e+00	1.2367e-01	2.2843e-01
PTPN20	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.4018e-01	4.2365e-01	0.0000e+00
PTPN21	[6,1,0,1]	[4550,203,801,2055]	[18,10,2,13]	[7059,2065,3437,7246]	3.0765e+00	7.9430e-02	4.7642e-01
PTPN22	[7,0,0,1]	[4549,204,801,2055]	[5,1,1,4]	[7072,2074,3438,7255]	5.0912e-01	4.7552e-01	1.6156e+00
PTPN23	[14,1,0,8]	[4542,203,801,2048]	[26,5,5,28]	[7051,2070,3434,7231]	1.5004e-01	6.9850e-01	8.8172e-01
PTPN3	[8,0,0,5]	[4548,204,801,2051]	[15,3,1,13]	[7062,2072,3438,7246]	4.2605e-04	9.8353e-01	9.5228e-01
PTPN4	[4,0,0,3]	[4552,204,801,2053]	[6,4,1,16]	[7071,2071,3438,7243]	2.1872e-01	6.4002e-01	7.4193e-01
PTPN5	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
PTPN6	[4,0,1,1]	[4552,204,800,2055]	[7,1,0,10]	[7070,2074,3439,7249]	5.5792e-02	8.1328e-01	7.9851e-01
PTPN7	[5,0,0,0]	[4551,204,801,2056]	[4,2,0,3]	[7073,2073,3439,7256]	6.3651e-03	9.3641e-01	1.2635e+00
PTPN9	[1,0,0,0]	[4555,204,801,2056]	[4,1,0,6]	[7073,2074,3439,7253]	1.5212e+00	2.1744e-01	2.0403e-01
PTPRA	[6,0,0,5]	[4550,204,801,2051]	[14,3,1,14]	[7063,2072,3438,7245]	1.1504e-01	7.3447e-01	8.3540e-01
PTPRB	[8,0,1,8]	[4548,204,800,2048]	[21,8,1,21]	[7056,2067,3438,7238]	1.4266e-01	7.0565e-01	8.6510e-01
PTPRC	[12,1,1,3]	[4544,203,800,2053]	[12,7,1,16]	[7065,2068,3438,7243]	3.3116e-01	5.6498e-01	1.2563e+00
PTPRD	[16,1,2,8]	[4540,203,799,2048]	[35,6,3,45]	[7042,2069,3436,7214]	1.4660e+00	2.2597e-01	7.4676e-01
PTPRE	[7,0,0,2]	[4549,204,801,2054]	[13,3,1,8]	[7064,2072,3438,7251]	1.4477e-01	7.0358e-01	7.9500e-01
PTPRF	[14,0,0,10]	[4542,204,801,2046]	[38,15,2,38]	[7039,2060,3437,7221]	3.0321e+00	8.1632e-02	6.5144e-01
PTPRG	[9,2,2,7]	[4547,202,799,2049]	[23,12,3,18]	[7054,2063,3436,7241]	4.5909e-03	9.4598e-01	9.8296e-01
PTPRH	[7,1,0,3]	[4549,203,801,2053]	[16,2,1,21]	[7061,2073,3438,7238]	1.0660e+00	3.0185e-01	6.6561e-01
PTPRJ	[7,1,0,7]	[4549,203,801,2049]	[15,5,3,13]	[7062,2070,3436,7246]	1.3906e-02	9.0613e-01	1.0889e+00
PTPRK	[5,0,0,2]	[4551,204,801,2054]	[13,5,0,20]	[7064,2070,3439,7239]	2.7823e+00	9.5310e-02	4.6166e-01
PTPRM	[12,2,0,5]	[4544,202,801,2051]	[21,6,1,17]	[7056,2069,3438,7242]	2.7590e-03	9.5811e-01	1.0249e+00
PTPRN	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,0]	[7076,2075,3438,7259]	1.6577e-02	8.9755e-01	0.0000e+00
PTPRN2	[8,0,0,6]	[4548,204,801,2050]	[21,6,0,17]	[7056,2069,3439,7242]	5.3916e-01	4.6278e-01	7.6208e-01
PTPRO	[5,2,1,4]	[4551,202,800,2052]	[7,3,2,18]	[7070,2072,3437,7241]	1.1538e-01	7.3410e-01	1.1947e+00
PTPRQ	[16,2,0,8]	[4540,202,801,2048]	[27,4,3,27]	[7050,2071,3436,7232]	1.6790e-03	9.6732e-01	1.0190e+00
PTPRR	[6,0,0,4]	[4550,204,801,2052]	[7,3,2,5]	[7070,2072,3437,7254]	6.0741e-01	4.3576e-01	1.5073e+00
PTPRS	[34,1,0,13]	[4522,203,801,2043]	[43,17,1,48]	[7034,2058,3438,7211]	1.4289e-01	7.0543e-01	1.0891e+00
PTPRT	[16,0,1,4]	[4540,204,800,2052]	[17,10,0,27]	[7060,2065,3439,7232]	8.7053e-03	9.2566e-01	1.0111e+00
PTPRU	[8,0,0,2]	[4548,204,801,2054]	[26,4,1,34]	[7051,2071,3438,7225]	8.6849e+00	3.2086e-03	3.5149e-01
PTPRZ1	[16,2,0,3]	[4540,202,801,2053]	[25,7,4,23]	[7052,2068,3435,7236]	2.2203e-01	6.3750e-01	8.5450e-01
PTS	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
PTTG1	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.2793e-02	9.0995e-01	4.9666e-01
