gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
HELZ2	[26,4,4,12]	[4530,200,797,2044]	[47,17,11,56]	[7030,2058,3428,7203]	9.9895e-02	7.5196e-01	9.3229e-01
HEMGN	[5,0,0,2]	[4551,204,801,2054]	[4,1,0,7]	[7073,2074,3439,7252]	2.1442e-01	6.4333e-01	1.4375e+00
HEMK1	[3,0,0,0]	[4553,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	3.7118e-02	8.4722e-01	1.6693e+00
HENMT1	[4,0,0,0]	[4552,204,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	2.0674e-01	6.4933e-01	1.8520e+00
HEPACAM	[3,0,1,2]	[4553,204,800,2054]	[11,1,0,9]	[7066,2074,3439,7250]	5.2302e-01	4.6955e-01	6.5680e-01
HEPACAM2	[3,0,0,0]	[4553,204,801,2056]	[4,1,2,5]	[7073,2074,3437,7254]	2.2648e-01	6.3414e-01	5.8155e-01
HEPH	[8,1,0,3]	[4548,203,801,2053]	[11,3,1,13]	[7066,2072,3438,7246]	5.0201e-05	9.9435e-01	1.0630e+00
HEPHL1	[5,1,0,7]	[4551,203,801,2049]	[10,4,3,13]	[7067,2071,3436,7246]	1.8198e-01	6.6968e-01	1.2205e+00
HERC1	[29,1,0,13]	[4527,203,801,2043]	[44,15,1,48]	[7033,2060,3438,7211]	1.0508e-03	9.7414e-01	9.7686e-01
HERC2	[38,2,2,22]	[4518,202,799,2034]	[78,24,8,66]	[6999,2051,3431,7193]	4.5428e-01	5.0031e-01	8.9511e-01
HERC3	[5,0,0,4]	[4551,204,801,2052]	[3,2,2,9]	[7074,2073,3437,7250]	8.1740e-01	3.6594e-01	1.6573e+00
HERC4	[8,1,0,2]	[4548,203,801,2054]	[11,3,0,12]	[7066,2072,3439,7247]	2.0911e-02	8.8502e-01	1.0153e+00
HERC5	[4,0,0,2]	[4552,204,801,2054]	[8,5,1,13]	[7069,2070,3438,7246]	7.6922e-01	3.8046e-01	6.0096e-01
HERC6	[7,1,0,2]	[4549,203,801,2054]	[9,1,0,18]	[7068,2074,3439,7241]	1.7479e-02	8.9482e-01	8.8654e-01
HERPUD1	[3,0,0,0]	[4553,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.0638e+00	3.0236e-01	5.8829e+00
HERPUD2	[0,0,0,2]	[4556,204,801,2054]	[5,0,0,8]	[7072,2075,3439,7251]	9.5338e-01	3.2886e-01	4.1825e-01
HES1	[2,1,0,1]	[4554,203,801,2055]	[4,3,0,7]	[7073,2072,3439,7252]	2.2148e-04	9.8813e-01	8.5975e-01
HES2	[4,0,0,1]	[4552,204,801,2055]	[3,1,0,7]	[7074,2074,3439,7252]	2.9986e-03	9.5633e-01	1.1436e+00
HES7	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,2]	[7077,2075,3439,7257]	5.0970e-02	8.2138e-01	1.7657e+00
HESX1	[3,0,0,1]	[4553,204,801,2055]	[3,0,0,3]	[7074,2075,3439,7256]	3.3744e-02	8.5425e-01	1.4179e+00
HEXB	[3,0,0,2]	[4553,204,801,2054]	[3,1,1,7]	[7074,2074,3438,7252]	4.1029e-03	9.4893e-01	1.1286e+00
HEXD	[1,0,0,1]	[4555,204,801,2055]	[2,0,0,7]	[7075,2075,3439,7252]	9.2937e-02	7.6048e-01	5.9582e-01
HEY2	[2,0,0,3]	[4554,204,801,2053]	[6,2,1,3]	[7071,2073,3438,7256]	3.2557e-02	8.5681e-01	1.0517e+00
HEYL	[3,0,0,0]	[4553,204,801,2056]	[3,1,0,5]	[7074,2074,3439,7254]	7.7927e-04	9.7773e-01	7.7063e-01
HFE	[3,0,0,5]	[4553,204,801,2051]	[6,3,1,8]	[7071,2072,3438,7251]	8.8073e-02	7.6664e-01	1.2514e+00
HFM1	[10,0,1,5]	[4546,204,800,2051]	[9,7,2,17]	[7068,2068,3437,7242]	4.3313e-01	5.1046e-01	1.3037e+00
HGD	[2,0,0,1]	[4554,204,801,2055]	[4,0,0,8]	[7073,2075,3439,7251]	2.3506e-01	6.2779e-01	5.9879e-01
HGF	[6,0,0,3]	[4550,204,801,2053]	[6,1,1,9]	[7071,2074,3438,7250]	1.4798e-01	7.0047e-01	1.2980e+00
HGFAC	[8,1,0,3]	[4548,203,801,2053]	[11,6,2,26]	[7066,2069,3437,7233]	5.3106e-01	4.6616e-01	7.3988e-01
HGH1	[4,0,0,2]	[4552,204,801,2054]	[5,7,0,7]	[7072,2068,3439,7252]	3.0795e-02	8.6070e-01	9.6659e-01
HGS	[0,0,0,1]	[4556,204,801,2055]	[3,0,0,1]	[7074,2075,3439,7258]	1.2793e-02	9.0995e-01	5.5833e-01
HGSNAT	[5,0,0,2]	[4551,204,801,2054]	[11,3,0,15]	[7066,2072,3439,7244]	1.1144e+00	2.9113e-01	5.8283e-01
HHAT	[7,0,0,0]	[4549,204,801,2056]	[4,1,1,7]	[7073,2074,3438,7252]	3.3465e-02	8.5485e-01	1.2564e+00
HHEX	[3,1,0,1]	[4553,203,801,2055]	[3,1,0,1]	[7074,2074,3439,7258]	1.2087e+00	2.7159e-01	2.3678e+00
HHIPL1	[2,1,1,1]	[4554,203,800,2055]	[14,6,1,14]	[7063,2069,3438,7245]	3.5573e+00	5.9283e-02	3.9934e-01
HHIPL2	[11,0,0,1]	[4545,204,801,2055]	[9,2,2,8]	[7068,2073,3437,7251]	1.8645e-01	6.6589e-01	1.2781e+00
HHLA1	[0,0,0,0]	[4556,204,801,2056]	[2,2,0,0]	[7075,2073,3439,7259]	3.3427e-01	5.6315e-01	0.0000e+00
HHLA2	[3,0,0,0]	[4553,204,801,2056]	[5,2,0,7]	[7072,2073,3439,7252]	5.6313e-01	4.5300e-01	4.9546e-01
HIBADH	[1,1,0,1]	[4555,203,801,2055]	[5,4,1,6]	[7072,2071,3438,7253]	3.3323e-01	5.6376e-01	5.9981e-01
HIBCH	[2,0,1,2]	[4554,204,800,2054]	[3,0,0,5]	[7074,2075,3439,7254]	2.5618e-01	6.1276e-01	1.5744e+00
HIC1	[21,0,0,4]	[4535,204,801,2052]	[10,4,1,18]	[7067,2071,3438,7241]	4.1638e+00	4.1296e-02	1.8865e+00
HIC2	[11,2,1,5]	[4545,202,800,2051]	[11,6,1,9]	[7066,2069,3438,7250]	3.7806e+00	5.1850e-02	1.8857e+00
HID1	[3,0,1,2]	[4553,204,800,2054]	[8,5,1,15]	[7069,2070,3438,7244]	9.1055e-01	3.3997e-01	5.9212e-01
HIF1A	[0,0,0,0]	[4556,204,801,2056]	[3,0,1,5]	[7074,2075,3438,7254]	2.2407e+00	1.3442e-01	0.0000e+00
HIF1AN	[2,0,1,0]	[4554,204,800,2056]	[5,1,0,2]	[7072,2074,3439,7257]	6.6425e-04	9.7944e-01	8.1458e-01
HIF3A	[1,0,0,0]	[4555,204,801,2056]	[4,0,1,9]	[7073,2075,3438,7250]	2.3993e+00	1.2139e-01	1.6250e-01
HIGD1C	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
HIGD2B	[0,0,0,0]	[4556,204,801,2056]	[3,0,0,1]	[7074,2075,3439,7258]	9.0474e-01	3.4151e-01	0.0000e+00
HIKESHI	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.8666e-01	6.6571e-01	9.9345e-01
HINFP	[1,0,0,1]	[4555,204,801,2055]	[2,1,1,6]	[7075,2074,3438,7253]	1.1539e-01	7.3409e-01	5.8142e-01
HINT1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
HINT3	[0,0,0,0]	[4556,204,801,2056]	[2,1,1,3]	[7075,2074,3438,7256]	1.2207e+00	2.6923e-01	0.0000e+00
HIP1	[10,2,0,6]	[4546,202,801,2050]	[5,3,0,17]	[7072,2072,3439,7242]	4.6983e+00	3.0193e-02	2.1074e+00
HIP1R	[15,0,0,3]	[4541,204,801,2053]	[13,2,2,18]	[7064,2073,3437,7241]	1.6785e-01	6.8203e-01	1.1919e+00
HIPK1	[7,1,0,6]	[4549,203,801,2050]	[12,4,1,29]	[7065,2071,3438,7230]	1.5324e-01	6.9546e-01	8.4484e-01
HIPK2	[9,0,1,4]	[4547,204,800,2052]	[14,4,1,15]	[7063,2071,3438,7244]	2.0430e-02	8.8634e-01	1.0067e+00
HIPK3	[16,1,0,5]	[4540,203,801,2051]	[6,9,1,19]	[7071,2066,3438,7240]	4.0991e+00	4.2906e-02	1.9317e+00
HIPK4	[10,0,0,3]	[4546,204,801,2053]	[16,6,3,16]	[7061,2069,3436,7243]	3.7740e-01	5.3900e-01	7.7209e-01
HIRA	[14,1,1,4]	[4542,203,800,2052]	[19,4,0,21]	[7058,2071,3439,7238]	1.3985e-02	9.0586e-01	1.0743e+00
HIRIP3	[3,2,0,2]	[4553,202,801,2054]	[7,5,1,10]	[7070,2070,3438,7249]	2.7613e-03	9.5809e-01	9.3176e-01
HIST1H1A	[9,0,0,3]	[4547,204,801,2053]	[9,4,0,10]	[7068,2071,3439,7249]	2.1864e-01	6.4008e-01	1.2834e+00
HIST1H1B	[4,0,0,3]	[4552,204,801,2053]	[9,2,2,8]	[7068,2073,3437,7251]	6.0868e-02	8.0513e-01	8.1578e-01
HIST1H1C	[6,0,0,3]	[4550,204,801,2053]	[14,6,0,13]	[7063,2069,3439,7246]	7.2152e-01	3.9564e-01	6.7319e-01
HIST1H1D	[2,0,1,4]	[4554,204,800,2052]	[6,2,2,9]	[7071,2073,3437,7250]	1.2949e-02	9.0940e-01	1.0515e+00
HIST1H1T	[2,1,0,2]	[4554,203,801,2054]	[7,3,2,9]	[7070,2072,3437,7250]	3.0285e-01	5.8210e-01	6.8554e-01
HIST1H2AA	[4,2,0,5]	[4552,202,801,2051]	[9,1,0,6]	[7068,2074,3439,7253]	1.4069e+00	2.3557e-01	1.6514e+00
HIST1H2AB	[2,0,0,2]	[4554,204,801,2054]	[5,0,1,1]	[7072,2075,3438,7258]	3.6693e-03	9.5170e-01	1.1721e+00
HIST1H2AC	[2,0,0,3]	[4554,204,801,2053]	[2,2,1,2]	[7075,2073,3438,7257]	1.0040e+00	3.1634e-01	2.2326e+00
HIST1H2AG	[5,0,1,1]	[4551,204,800,2055]	[10,2,0,10]	[7067,2073,3439,7249]	2.3722e-01	6.2622e-01	7.3472e-01
HIST1H2AH	[2,0,0,2]	[4554,204,801,2054]	[5,1,1,5]	[7072,2074,3438,7254]	1.3597e-03	9.7059e-01	8.3076e-01
HIST1H2AI	[1,0,0,0]	[4555,204,801,2056]	[3,2,0,5]	[7074,2073,3439,7254]	9.2152e-01	3.3708e-01	2.4747e-01
HIST1H2AJ	[0,0,1,0]	[4556,204,800,2056]	[6,2,1,3]	[7071,2073,3438,7256]	1.7730e+00	1.8301e-01	2.3992e-01
HIST1H2AK	[1,0,0,0]	[4555,204,801,2056]	[5,1,0,4]	[7072,2074,3439,7255]	1.5106e+00	2.1905e-01	2.0747e-01
HIST1H2AM	[0,0,0,0]	[4556,204,801,2056]	[1,5,1,3]	[7076,2070,3438,7256]	1.0781e+00	2.9913e-01	0.0000e+00
HIST1H2BE	[6,0,1,2]	[4550,204,800,2054]	[3,0,2,2]	[7074,2075,3437,7257]	3.7779e+00	5.1934e-02	3.0211e+00
HIST1H2BH	[3,0,0,1]	[4553,204,801,2055]	[5,1,0,3]	[7072,2074,3439,7256]	5.8183e-02	8.0939e-01	9.6103e-01
HIST1H3E	[2,1,0,3]	[4554,203,801,2053]	[4,2,0,11]	[7073,2073,3439,7248]	1.0658e-02	9.1777e-01	1.0699e+00
HIST1H4F	[3,0,0,1]	[4553,204,801,2055]	[4,0,1,3]	[7073,2075,3438,7256]	3.9139e-02	8.4317e-01	1.0773e+00
HIST1H4H	[4,0,0,1]	[4552,204,801,2055]	[8,3,2,3]	[7069,2072,3437,7256]	1.2978e-01	7.1867e-01	7.2312e-01
HIST1H4J	[1,1,0,1]	[4555,203,801,2055]	[1,3,0,9]	[7076,2072,3439,7250]	9.1025e-03	9.2399e-01	8.6819e-01
HIST1H4K	[4,0,0,0]	[4552,204,801,2056]	[4,2,0,6]	[7073,2073,3439,7253]	6.0115e-03	9.3820e-01	7.9257e-01
HIST2H2BF	[1,0,0,3]	[4555,204,801,2053]	[2,0,1,5]	[7075,2075,3438,7254]	6.1169e-02	8.0466e-01	1.4197e+00
HIST3H2A	[2,0,0,0]	[4554,204,801,2056]	[5,0,2,0]	[7072,2075,3437,7259]	1.9438e-01	6.5929e-01	5.2066e-01
HIST3H3	[6,0,2,2]	[4550,204,799,2054]	[4,0,0,5]	[7073,2075,3439,7254]	3.4446e+00	6.3460e-02	2.5600e+00
HIVEP1	[18,1,1,14]	[4538,203,800,2042]	[35,12,4,31]	[7042,2063,3435,7228]	2.2320e-02	8.8124e-01	1.0540e+00
HIVEP2	[15,0,1,5]	[4541,204,800,2051]	[34,8,2,30]	[7043,2067,3437,7229]	2.3952e+00	1.2171e-01	6.5674e-01
HIVEP3	[12,1,0,4]	[4544,203,801,2052]	[18,5,2,11]	[7059,2070,3437,7248]	2.6246e-02	8.7130e-01	1.0997e+00
HJURP	[5,0,0,2]	[4551,204,801,2054]	[7,7,0,18]	[7070,2068,3439,7241]	7.3206e-01	3.9222e-01	6.2631e-01
HJV	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,8]	[7075,2075,3439,7251]	9.9327e-01	3.1894e-01	2.3861e-01
HK1	[8,0,1,4]	[4548,204,800,2052]	[17,3,3,12]	[7060,2072,3436,7247]	7.5101e-02	7.8405e-01	8.6697e-01
HK2	[6,0,1,3]	[4550,204,800,2053]	[14,1,0,15]	[7063,2074,3439,7244]	3.1053e-01	5.7735e-01	7.6505e-01
HK3	[9,0,2,4]	[4547,204,799,2052]	[14,5,1,18]	[7063,2070,3438,7241]	1.4128e-02	9.0539e-01	1.0121e+00
HKDC1	[6,0,0,4]	[4550,204,801,2052]	[14,3,0,9]	[7063,2072,3439,7250]	3.0634e-02	8.6106e-01	8.7436e-01
HKR1	[2,0,1,4]	[4554,204,800,2052]	[8,6,0,6]	[7069,2069,3439,7253]	2.5788e-02	8.7242e-01	1.0301e+00
HLA-C	[0,0,0,0]	[4556,204,801,2056]	[3,1,0,1]	[7074,2074,3439,7258]	1.0025e+00	3.1671e-01	0.0000e+00
HLA-DOA	[1,0,0,1]	[4555,204,801,2055]	[4,2,1,6]	[7073,2073,3438,7253]	6.9372e-01	4.0490e-01	4.2563e-01
HLA-DPA1	[1,0,0,1]	[4555,204,801,2055]	[4,1,1,6]	[7073,2074,3438,7253]	6.2488e-01	4.2924e-01	4.3766e-01
HLA-DPB1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
HLA-DQA1	[2,0,0,1]	[4554,204,801,2055]	[1,1,0,0]	[7076,2074,3439,7259]	1.0638e+00	3.0236e-01	4.1494e+00
HLA-DQA2	[0,0,0,0]	[4556,204,801,2056]	[8,0,0,2]	[7069,2075,3439,7257]	4.2035e+00	4.0342e-02	0.0000e+00
HLA-DQB1	[3,0,0,0]	[4553,204,801,2056]	[4,1,1,1]	[7073,2074,3438,7258]	3.2434e-02	8.5708e-01	8.8344e-01
HLA-DQB2	[2,0,0,0]	[4554,204,801,2056]	[2,1,0,6]	[7075,2074,3439,7253]	1.1172e-01	7.3819e-01	5.5371e-01
HLA-DRA	[1,0,0,2]	[4555,204,801,2054]	[4,0,3,2]	[7073,2075,3436,7257]	3.6322e-03	9.5194e-01	8.4155e-01
HLA-DRB1	[2,0,1,2]	[4554,204,800,2054]	[3,0,0,2]	[7074,2075,3439,7257]	1.0635e+00	3.0243e-01	2.2195e+00
HLA-DRB5	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,5]	[7076,2075,3439,7254]	1.1203e-01	7.3785e-01	4.0683e-01
HLA-E	[2,0,0,2]	[4554,204,801,2054]	[6,2,1,9]	[7071,2073,3438,7250]	4.9672e-01	4.8094e-01	5.8969e-01
HLCS	[8,0,0,6]	[4548,204,801,2050]	[7,6,0,8]	[7070,2069,3439,7251]	2.4737e+00	1.1577e-01	1.8935e+00
HLF	[2,0,0,1]	[4554,204,801,2055]	[2,1,0,3]	[7075,2074,3439,7256]	8.8178e-04	9.7631e-01	1.3005e+00
HLTF	[7,1,0,2]	[4549,203,801,2054]	[5,2,1,8]	[7072,2073,3438,7251]	9.1726e-01	3.3820e-01	1.6450e+00
HLX	[9,0,2,5]	[4547,204,799,2051]	[13,3,1,8]	[7064,2072,3438,7251]	1.2372e+00	2.6600e-01	1.5040e+00
HM13	[3,0,0,2]	[4553,204,801,2054]	[3,0,1,8]	[7074,2075,3438,7251]	1.8331e-02	8.9230e-01	1.0812e+00
HMBOX1	[3,0,0,1]	[4553,204,801,2055]	[3,0,0,5]	[7074,2075,3439,7254]	1.2331e-02	9.1158e-01	1.1431e+00
HMBS	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,3]	[7077,2074,3439,7256]	1.0602e-01	7.4472e-01	0.0000e+00
HMCES	[1,0,0,0]	[4555,204,801,2056]	[3,1,0,3]	[7074,2074,3439,7256]	4.3190e-01	5.1106e-01	3.1567e-01
HMCN1	[36,2,2,12]	[4520,202,799,2044]	[56,19,4,70]	[7021,2056,3435,7189]	5.6233e-01	4.5332e-01	8.6997e-01
HMCN2	[50,4,1,23]	[4506,200,800,2033]	[92,34,13,83]	[6985,2041,3426,7176]	7.5893e-01	3.8366e-01	8.8078e-01
HMG20A	[3,1,0,1]	[4553,203,801,2055]	[3,3,0,2]	[7074,2072,3439,7257]	5.6233e-01	4.5332e-01	1.8658e+00
HMG20B	[4,0,0,3]	[4552,204,801,2053]	[7,2,0,9]	[7070,2073,3439,7250]	2.7396e-02	8.6854e-01	9.7231e-01
HMGA1	[0,1,0,0]	[4556,203,801,2056]	[2,0,0,4]	[7075,2075,3439,7255]	5.2475e-02	8.1881e-01	5.4646e-01
HMGA2	[1,0,0,1]	[4555,204,801,2055]	[1,2,1,0]	[7076,2073,3438,7259]	1.6998e-02	8.9627e-01	1.8269e+00
HMGB3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
HMGCL	[2,0,1,2]	[4554,204,800,2054]	[3,2,0,1]	[7074,2073,3439,7258]	1.1296e+00	2.8785e-01	2.2781e+00
HMGCLL1	[1,0,0,1]	[4555,204,801,2055]	[3,1,1,7]	[7074,2074,3438,7252]	4.8148e-01	4.8775e-01	4.6261e-01
HMGCR	[4,0,0,2]	[4552,204,801,2054]	[11,5,0,5]	[7066,2070,3439,7254]	3.6092e-01	5.4800e-01	6.8105e-01
HMGCS1	[2,0,0,1]	[4554,204,801,2055]	[3,0,0,3]	[7074,2075,3439,7256]	6.1931e-02	8.0347e-01	1.0865e+00
HMGCS2	[4,1,1,2]	[4552,203,800,2054]	[7,3,2,8]	[7070,2072,3437,7251]	7.0101e-04	9.7888e-01	1.1088e+00
HMGN1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
HMGN3	[2,0,0,1]	[4554,204,801,2055]	[2,1,1,2]	[7075,2074,3438,7257]	3.0127e-05	9.9562e-01	1.3280e+00
HMGN4	[0,0,0,0]	[4556,204,801,2056]	[3,1,1,3]	[7074,2074,3438,7256]	1.7812e+00	1.8201e-01	0.0000e+00
HMGN5	[0,0,0,1]	[4556,204,801,2055]	[1,1,0,1]	[7076,2074,3439,7258]	2.6907e-01	6.0396e-01	1.1103e+00
HMGXB3	[5,0,0,2]	[4551,204,801,2054]	[7,4,0,12]	[7070,2071,3439,7247]	7.5128e-02	7.8401e-01	8.0012e-01
HMGXB4	[3,0,0,0]	[4553,204,801,2056]	[5,3,0,7]	[7072,2072,3439,7252]	6.2433e-01	4.2944e-01	4.8370e-01
HMMR	[3,0,0,1]	[4553,204,801,2055]	[6,0,1,7]	[7071,2075,3438,7252]	2.6133e-01	6.0921e-01	6.3752e-01
HMOX1	[2,0,0,1]	[4554,204,801,2055]	[2,1,1,8]	[7075,2074,3438,7251]	4.0187e-02	8.4112e-01	7.0580e-01
HMOX2	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	1.1103e-03	9.7342e-01	6.7963e+00
HMSD	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
HMX1	[2,0,2,3]	[4554,204,799,2053]	[6,5,1,8]	[7071,2070,3438,7251]	1.2190e-03	9.7215e-01	1.0894e+00
HMX2	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.2793e-02	9.0995e-01	1.4606e+00
HMX3	[5,1,0,0]	[4551,203,801,2056]	[11,2,0,8]	[7066,2073,3439,7251]	5.9747e-01	4.3954e-01	6.3174e-01
HNF1A	[4,0,0,2]	[4552,204,801,2054]	[7,1,1,13]	[7070,2074,3438,7246]	3.5960e-01	5.4873e-01	6.7755e-01
HNF1B	[8,0,1,4]	[4548,204,800,2052]	[7,2,1,9]	[7070,2073,3438,7250]	1.6318e+00	2.0146e-01	1.7272e+00
HNF4A	[9,0,0,1]	[4547,204,801,2055]	[11,5,0,12]	[7066,2070,3439,7247]	5.7081e-02	8.1117e-01	8.4451e-01
HNF4G	[4,0,2,0]	[4552,204,799,2056]	[7,2,2,7]	[7070,2073,3437,7252]	1.8018e-02	8.9322e-01	8.3723e-01
HNMT	[2,0,0,0]	[4554,204,801,2056]	[5,2,0,6]	[7072,2073,3439,7253]	1.0640e+00	3.0230e-01	3.5133e-01
HNRNPA0	[3,0,0,3]	[4553,204,801,2053]	[5,2,1,8]	[7072,2073,3438,7251]	4.4769e-02	8.3243e-01	1.0174e+00
HNRNPA1P48	[0,0,0,0]	[4556,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	1.4529e+00	2.2807e-01	0.0000e+00
HNRNPA2B1	[3,0,0,0]	[4553,204,801,2056]	[0,1,0,6]	[7077,2074,3439,7253]	4.3109e-03	9.4765e-01	1.2909e+00
HNRNPA3	[2,0,0,0]	[4554,204,801,2056]	[3,1,0,2]	[7074,2074,3439,7257]	7.2513e-05	9.9321e-01	7.1316e-01
HNRNPAB	[4,1,0,0]	[4552,203,801,2056]	[9,3,1,11]	[7068,2072,3438,7248]	1.2055e+00	2.7222e-01	5.2133e-01
HNRNPC	[1,0,0,0]	[4555,204,801,2056]	[4,0,0,8]	[7073,2075,3439,7251]	1.9276e+00	1.6502e-01	1.8248e-01
HNRNPCL1	[1,0,1,1]	[4555,204,800,2055]	[3,0,0,1]	[7074,2075,3439,7258]	6.3346e-02	8.0128e-01	1.5756e+00
HNRNPCL2	[1,0,0,1]	[4555,204,801,2055]	[4,0,0,5]	[7073,2075,3439,7254]	2.7555e-01	5.9963e-01	5.1952e-01
HNRNPCL3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
HNRNPD	[1,1,0,2]	[4555,203,801,2054]	[3,0,0,5]	[7074,2075,3439,7254]	3.9922e-02	8.4163e-01	1.3508e+00
HNRNPF	[1,0,0,3]	[4555,204,801,2053]	[7,4,1,5]	[7070,2071,3438,7254]	2.3803e-01	6.2563e-01	6.7063e-01
HNRNPH1	[7,0,0,0]	[4549,204,801,2056]	[5,1,0,10]	[7072,2074,3439,7249]	5.2929e-02	8.1804e-01	1.0008e+00
HNRNPH2	[1,0,0,1]	[4555,204,801,2055]	[4,0,1,0]	[7073,2075,3438,7259]	1.1518e-02	9.1454e-01	7.9041e-01
HNRNPH3	[2,0,0,1]	[4554,204,801,2055]	[3,2,0,3]	[7074,2073,3439,7256]	1.1279e-01	7.3699e-01	9.9001e-01
HNRNPLL	[7,0,0,2]	[4549,204,801,2054]	[9,2,0,5]	[7068,2073,3439,7254]	5.0203e-02	8.2271e-01	1.2103e+00
HNRNPM	[2,0,0,3]	[4554,204,801,2053]	[10,1,2,12]	[7067,2074,3437,7247]	1.5235e+00	2.1708e-01	5.0506e-01
HNRNPR	[6,0,0,1]	[4550,204,801,2055]	[5,1,1,9]	[7072,2074,3438,7250]	1.8870e-02	8.9074e-01	1.0489e+00
HNRNPU	[6,0,1,1]	[4550,204,800,2055]	[6,2,1,8]	[7071,2073,3438,7251]	1.3549e-02	9.0734e-01	1.1690e+00
HNRNPUL1	[5,1,0,3]	[4551,203,801,2053]	[5,2,0,7]	[7072,2073,3439,7252]	1.0229e+00	3.1183e-01	1.7092e+00
HNRNPUL2	[11,0,1,3]	[4545,204,800,2053]	[12,4,2,13]	[7065,2071,3437,7246]	1.1920e-01	7.2991e-01	1.1853e+00
HOMER1	[1,0,0,1]	[4555,204,801,2055]	[4,0,0,7]	[7073,2075,3439,7252]	5.8386e-01	4.4480e-01	4.4576e-01
HOMER2	[1,0,0,2]	[4555,204,801,2054]	[3,3,0,5]	[7074,2072,3439,7254]	5.9841e-03	9.3834e-01	8.5067e-01
HOMEZ	[2,0,0,1]	[4554,204,801,2055]	[7,3,0,6]	[7070,2072,3439,7253]	9.4130e-01	3.3194e-01	4.6027e-01
HOOK1	[5,0,0,0]	[4551,204,801,2056]	[3,3,1,8]	[7074,2072,3438,7251]	5.6103e-03	9.4029e-01	8.9509e-01
HOOK2	[16,0,0,1]	[4540,204,801,2055]	[11,5,3,9]	[7066,2070,3436,7250]	8.1217e-01	3.6748e-01	1.4394e+00
HOOK3	[2,0,0,1]	[4554,204,801,2055]	[8,1,1,5]	[7069,2074,3438,7254]	1.1180e+00	2.9036e-01	4.4183e-01
HOPX	[0,0,0,2]	[4556,204,801,2054]	[1,1,0,2]	[7076,2074,3439,7257]	1.8348e-02	8.9225e-01	1.6896e+00
HORMAD1	[1,0,0,0]	[4555,204,801,2056]	[1,1,1,3]	[7076,2074,3438,7256]	4.0844e-02	8.3984e-01	4.5661e-01
HORMAD2	[1,0,0,1]	[4555,204,801,2055]	[2,3,0,6]	[7075,2072,3439,7253]	1.1037e-01	7.3972e-01	5.8384e-01
HOXA3	[4,1,0,3]	[4552,203,801,2053]	[2,1,0,6]	[7075,2074,3439,7253]	2.8383e+00	9.2044e-02	2.5882e+00
HOXB1	[2,0,0,1]	[4554,204,801,2055]	[4,4,0,3]	[7073,2071,3439,7256]	3.3754e-03	9.5367e-01	7.7152e-01
HOXB13	[0,0,0,1]	[4556,204,801,2055]	[0,1,0,2]	[7077,2074,3439,7257]	1.0602e-01	7.4472e-01	1.4679e+00
HOXB7	[1,0,0,0]	[4555,204,801,2056]	[4,3,0,2]	[7073,2072,3439,7257]	7.6705e-01	3.8113e-01	2.6712e-01
HOXB9	[1,0,0,1]	[4555,204,801,2055]	[1,0,1,1]	[7076,2075,3438,7258]	7.6593e-03	9.3026e-01	1.7320e+00
HOXC12	[0,1,0,1]	[4556,203,801,2055]	[9,1,0,2]	[7068,2074,3439,7257]	1.2340e+00	2.6663e-01	4.1654e-01
HOXC13	[3,1,0,0]	[4553,203,801,2056]	[5,3,0,7]	[7072,2072,3439,7252]	8.3744e-02	7.7229e-01	7.2508e-01
HOXD11	[1,0,0,2]	[4555,204,801,2054]	[5,1,1,5]	[7072,2074,3438,7254]	1.5814e-01	6.9087e-01	6.4857e-01
HOXD12	[2,0,0,1]	[4554,204,801,2055]	[9,3,1,6]	[7068,2072,3438,7253]	1.8722e+00	1.7123e-01	3.7588e-01
