gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
GPR17	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
GPR171	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,0]	[7076,2075,3438,7259]	1.6577e-02	8.9755e-01	0.0000e+00
GPR173	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
GPR174	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
GPR176	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
GPR179	[10,0,0,3]	[4546,204,801,2053]	[20,3,0,15]	[7057,2072,3439,7244]	5.9287e-01	4.4131e-01	7.3742e-01
GPR18	[0,0,0,1]	[4556,204,801,2055]	[2,1,0,3]	[7075,2074,3439,7256]	5.2475e-02	8.1881e-01	5.0758e-01
GPR180	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,6]	[7075,2075,3439,7253]	1.7139e+00	1.9049e-01	0.0000e+00
GPR182	[2,0,0,0]	[4554,204,801,2056]	[2,0,1,3]	[7075,2075,3438,7256]	4.1811e-03	9.4844e-01	7.4440e-01
GPR183	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
GPR19	[3,0,0,0]	[4553,204,801,2056]	[1,1,0,4]	[7076,2074,3439,7255]	8.8178e-04	9.7631e-01	1.3381e+00
GPR21	[2,0,0,0]	[4554,204,801,2056]	[1,7,0,0]	[7076,2068,3439,7259]	7.0826e-02	7.9014e-01	1.1950e+00
GPR25	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
GPR26	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.2358e-02	7.6120e-01	2.7562e+00
GPR31	[6,0,0,0]	[4550,204,801,2056]	[3,1,0,0]	[7074,2074,3439,7259]	1.5986e+00	2.0610e-01	2.8891e+00
GPR32	[1,0,0,1]	[4555,204,801,2055]	[3,0,0,1]	[7074,2075,3439,7258]	1.8666e-01	6.6571e-01	9.9425e-01
GPR33	[4,0,0,0]	[4552,204,801,2056]	[5,0,0,4]	[7072,2075,3439,7255]	3.0112e-03	9.5624e-01	8.5642e-01
GPR35	[0,1,0,1]	[4556,203,801,2055]	[0,3,0,1]	[7077,2072,3439,7258]	7.3291e-01	3.9194e-01	3.4609e+00
GPR37	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
GPR37L1	[0,0,0,1]	[4556,204,801,2055]	[2,0,0,1]	[7075,2075,3439,7258]	9.2358e-02	7.6120e-01	7.7615e-01
GPR39	[0,0,0,5]	[4556,204,801,2051]	[3,0,0,4]	[7074,2075,3439,7255]	7.9237e-01	3.7338e-01	1.8944e+00
GPR4	[0,0,0,0]	[4556,204,801,2056]	[2,1,0,0]	[7075,2074,3439,7259]	2.4908e-01	6.1772e-01	0.0000e+00
GPR45	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
GPR50	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
GPR52	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
GPR6	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
GPR63	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
GPR68	[1,0,0,0]	[4555,204,801,2056]	[0,0,1,1]	[7077,2075,3438,7258]	1.6108e-01	6.8816e-01	1.4851e+00
GPR75	[1,0,0,1]	[4555,204,801,2055]	[2,2,0,1]	[7075,2073,3439,7258]	7.1434e-02	7.8926e-01	1.1730e+00
GPR78	[1,0,0,1]	[4555,204,801,2055]	[3,0,0,2]	[7074,2075,3439,7257]	5.0102e-02	8.2289e-01	8.5845e-01
GPR83	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	9.2341e-02	7.6122e-01	4.2081e-01
GPR85	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
GPR87	[3,0,1,0]	[4553,204,800,2056]	[8,1,1,1]	[7069,2074,3438,7258]	7.7448e-02	7.8079e-01	7.2558e-01
GPR89A	[1,0,1,1]	[4555,204,800,2055]	[4,0,3,2]	[7073,2075,3436,7257]	6.6254e-03	9.3513e-01	8.5388e-01
GPR89B	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	2.9989e-03	9.5633e-01	5.7726e-01
GPRASP2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
GPRC5A	[0,0,0,0]	[4556,204,801,2056]	[4,0,0,3]	[7073,2075,3439,7256]	2.0348e+00	1.5373e-01	0.0000e+00
GPRC5B	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
GPRC5C	[0,0,2,0]	[4556,204,799,2056]	[4,0,2,2]	[7073,2075,3437,7257]	3.6415e-02	8.4866e-01	6.7979e-01
GPRC5D	[1,0,1,0]	[4555,204,800,2056]	[1,1,2,3]	[7076,2074,3437,7256]	1.0346e-01	7.4772e-01	9.3311e-01
GPRC6A	[6,1,0,2]	[4550,203,801,2054]	[11,2,1,5]	[7066,2073,3438,7254]	4.5598e-03	9.4616e-01	1.0588e+00
GPRIN2	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	9.2341e-02	7.6122e-01	1.1546e+00
GPRIN3	[0,0,0,0]	[4556,204,801,2056]	[5,1,0,1]	[7072,2074,3439,7258]	2.1652e+00	1.4116e-01	0.0000e+00
GPS1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
GPSM1	[0,0,0,0]	[4556,204,801,2056]	[3,0,0,2]	[7074,2075,3439,7257]	1.1773e+00	2.7791e-01	0.0000e+00
GPSM3	[0,0,0,0]	[4556,204,801,2056]	[4,0,0,2]	[7073,2075,3439,7257]	1.7537e+00	1.8541e-01	0.0000e+00
GPT	[6,0,0,0]	[4550,204,801,2056]	[4,1,1,4]	[7073,2074,3438,7255]	5.3976e-02	8.1628e-01	1.3383e+00
GPT2	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,4]	[7076,2075,3438,7255]	8.6003e-01	3.5373e-01	0.0000e+00
GPX1	[3,0,0,0]	[4553,204,801,2056]	[5,0,0,2]	[7072,2075,3439,7257]	2.4742e-03	9.6033e-01	7.6042e-01
GPX3	[0,0,0,2]	[4556,204,801,2054]	[1,0,0,4]	[7076,2075,3439,7255]	3.6732e-02	8.4801e-01	1.2230e+00
GPX4	[3,0,0,0]	[4553,204,801,2056]	[7,0,2,1]	[7070,2075,3437,7258]	3.6032e-01	5.4833e-01	5.4617e-01
GPX5	[0,0,0,0]	[4556,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	1.4529e+00	2.2807e-01	0.0000e+00
GPX6	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.9055e-01	6.6246e-01	0.0000e+00
GPX7	[3,0,0,1]	[4553,204,801,2055]	[3,0,0,3]	[7074,2075,3439,7256]	3.3744e-02	8.5425e-01	1.4179e+00
GRAMD1B	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,3]	[7077,2074,3439,7256]	1.5224e-01	6.9640e-01	8.0934e-01
GRAMD1C	[4,0,1,1]	[4552,204,800,2055]	[3,1,2,9]	[7074,2074,3437,7250]	2.8060e-03	9.5775e-01	1.1089e+00
GRAMD2A	[3,1,0,1]	[4553,203,801,2055]	[6,0,0,2]	[7071,2075,3439,7257]	1.8234e-02	8.9259e-01	1.2594e+00
GRAMD2B	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
GRAMD4	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
GRAP2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	2.6399e-01	6.0739e-01	9.1875e-01
GRASP	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
GRB10	[3,0,0,0]	[4553,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	2.4647e-01	6.1957e-01	2.3309e+00
GRB14	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,4]	[7076,2074,3439,7255]	7.4096e-01	3.8935e-01	0.0000e+00
GRB7	[3,0,0,0]	[4553,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	1.2244e-01	7.2641e-01	9.9345e-01
GREB1	[0,0,0,0]	[4556,204,801,2056]	[5,3,1,1]	[7072,2072,3438,7258]	2.5927e+00	1.0736e-01	0.0000e+00
GREB1L	[1,0,0,0]	[4555,204,801,2056]	[1,2,0,3]	[7076,2073,3439,7256]	1.3411e-02	9.0781e-01	4.9343e-01
GREM2	[0,0,0,0]	[4556,204,801,2056]	[0,2,0,1]	[7077,2073,3439,7258]	3.0009e-02	8.6247e-01	0.0000e+00
GRHL1	[1,0,0,1]	[4555,204,801,2055]	[1,2,0,1]	[7076,2073,3439,7258]	9.4200e-03	9.2268e-01	1.7536e+00
GRHL2	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	6.3157e-01	4.2678e-01	0.0000e+00
GRHL3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.4018e-01	4.2365e-01	0.0000e+00
GRHPR	[1,0,0,0]	[4555,204,801,2056]	[3,1,0,2]	[7074,2074,3439,7257]	2.5905e-01	6.1077e-01	3.5652e-01
GRIA1	[4,0,0,0]	[4552,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	4.5333e-01	5.0076e-01	2.3096e+00
GRIA3	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	1.9205e+00	1.6580e-01	Infinity
GRIA4	[0,0,0,1]	[4556,204,801,2055]	[0,1,0,1]	[7077,2074,3439,7258]	2.2516e-03	9.6215e-01	2.5125e+00
GRID2	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,1]	[7074,2075,3439,7258]	7.3382e-02	7.8647e-01	4.3579e-01
GRID2IP	[0,0,1,2]	[4556,204,800,2054]	[5,0,2,5]	[7072,2075,3437,7254]	1.1386e-01	7.3579e-01	6.8878e-01
GRIFIN	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
GRIK1	[1,0,0,5]	[4555,204,801,2051]	[3,1,1,6]	[7074,2074,3438,7253]	4.8927e-01	4.8425e-01	1.6226e+00
GRIK2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
GRIK3	[2,0,0,0]	[4554,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	7.0501e-01	4.0111e-01	1.3593e+01
GRIK4	[3,0,0,1]	[4553,204,801,2055]	[3,1,0,0]	[7074,2074,3439,7259]	4.1929e-01	5.1729e-01	2.0603e+00
GRIK5	[0,0,0,0]	[4556,204,801,2056]	[2,0,1,1]	[7075,2075,3438,7258]	5.9890e-01	4.3900e-01	0.0000e+00
GRIN1	[0,0,0,2]	[4556,204,801,2054]	[1,0,0,2]	[7076,2075,3439,7257]	5.4901e-02	8.1475e-01	1.8713e+00
GRIN2A	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.2793e-02	9.0995e-01	4.9666e-01
GRIN2B	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
GRIN2C	[6,0,0,2]	[4550,204,801,2054]	[5,0,3,7]	[7072,2075,3436,7252]	8.8205e-02	7.6647e-01	1.2801e+00
GRIN2D	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
GRIN3A	[0,0,0,1]	[4556,204,801,2055]	[5,1,0,1]	[7072,2074,3439,7258]	6.0535e-01	4.3654e-01	3.4350e-01
GRINA	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.9055e-01	6.6246e-01	0.0000e+00
GRIP1	[0,0,0,0]	[4556,204,801,2056]	[6,0,1,3]	[7071,2075,3438,7256]	3.4771e+00	6.2225e-02	0.0000e+00
GRIP2	[3,0,1,2]	[4553,204,800,2054]	[7,2,0,7]	[7070,2073,3439,7252]	1.2373e-02	9.1143e-01	9.3930e-01
GRIPAP1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
GRK1	[2,0,0,1]	[4554,204,801,2055]	[2,0,1,2]	[7075,2075,3438,7257]	4.1811e-03	9.4844e-01	1.4121e+00
GRK3	[0,0,0,0]	[4556,204,801,2056]	[1,1,1,2]	[7076,2074,3438,7257]	4.5773e-01	4.9869e-01	0.0000e+00
GRK4	[3,0,0,1]	[4553,204,801,2055]	[5,3,0,7]	[7072,2072,3439,7252]	1.2641e-01	7.2219e-01	6.9031e-01
GRK5	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,1]	[7077,2075,3439,7258]	9.9703e-03	9.2046e-01	3.5319e+00
GRK6	[1,0,0,0]	[4555,204,801,2056]	[0,0,1,3]	[7077,2075,3438,7256]	7.2951e-02	7.8709e-01	7.1481e-01
GRM1	[1,0,0,1]	[4555,204,801,2055]	[1,1,1,0]	[7076,2074,3438,7259]	5.3593e-02	8.1692e-01	2.0710e+00
GRM2	[2,0,0,2]	[4554,204,801,2054]	[2,1,3,2]	[7075,2074,3436,7257]	7.1263e-02	7.8951e-01	1.4756e+00
GRM3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
GRM4	[6,0,1,1]	[4550,204,800,2055]	[1,0,0,0]	[7076,2075,3439,7259]	9.4934e+00	2.0621e-03	1.3397e+01
GRM5	[0,0,0,0]	[4556,204,801,2056]	[2,2,0,0]	[7075,2073,3439,7259]	3.3427e-01	5.6315e-01	0.0000e+00
GRM7	[3,0,0,0]	[4553,204,801,2056]	[1,1,0,2]	[7076,2074,3439,7257]	1.1753e-01	7.3173e-01	1.9785e+00
GRM8	[1,0,0,0]	[4555,204,801,2056]	[1,2,2,1]	[7076,2073,3437,7258]	3.3141e-03	9.5409e-01	5.2027e-01
GRP	[0,0,0,0]	[4556,204,801,2056]	[2,2,0,1]	[7075,2073,3439,7258]	5.7497e-01	4.4829e-01	0.0000e+00
GRPEL1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
GRPEL2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
GRPR	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
GRSF1	[4,0,0,0]	[4552,204,801,2056]	[5,1,0,2]	[7072,2074,3439,7257]	7.6843e-02	7.8162e-01	9.7759e-01
GRTP1	[1,1,0,3]	[4555,203,801,2053]	[5,1,2,8]	[7072,2074,3437,7251]	7.2186e-03	9.3229e-01	9.2009e-01
GRWD1	[0,0,0,0]	[4556,204,801,2056]	[2,0,1,0]	[7075,2075,3438,7259]	3.5410e-01	5.5180e-01	0.0000e+00
GRXCR1	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,2]	[7077,2074,3439,7257]	2.6907e-01	6.0396e-01	1.1458e+00
GRXCR2	[2,0,0,1]	[4554,204,801,2055]	[5,1,0,2]	[7072,2074,3439,7257]	2.0529e-05	9.9638e-01	8.0178e-01
GSAP	[1,1,0,1]	[4555,203,801,2055]	[1,4,2,12]	[7076,2071,3437,7247]	2.7947e-01	5.9705e-01	6.0826e-01
GSC2	[3,0,0,0]	[4553,204,801,2056]	[1,1,0,2]	[7076,2074,3439,7257]	1.1753e-01	7.3173e-01	1.9785e+00
GSDMA	[2,0,0,4]	[4554,204,801,2052]	[1,3,0,6]	[7076,2072,3439,7253]	1.2774e+00	2.5838e-01	2.1855e+00
GSDMB	[5,1,0,1]	[4551,203,801,2055]	[9,1,0,1]	[7068,2074,3439,7258]	4.0956e-02	8.3962e-01	1.2340e+00
GSDMC	[2,0,0,0]	[4554,204,801,2056]	[7,0,1,4]	[7070,2075,3438,7255]	1.4732e+00	2.2485e-01	3.1886e-01
GSDMD	[1,0,0,2]	[4555,204,801,2054]	[3,0,2,4]	[7074,2075,3437,7255]	2.3351e-02	8.7855e-01	8.8962e-01
GSDME	[2,1,0,1]	[4554,203,801,2055]	[4,2,1,9]	[7073,2073,3438,7250]	7.4679e-02	7.8464e-01	7.4109e-01
GSE1	[1,0,0,0]	[4555,204,801,2056]	[1,0,1,0]	[7076,2075,3438,7259]	3.5410e-01	5.5180e-01	1.0479e+00
GSG1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
GSG1L	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
GSK3B	[0,0,0,1]	[4556,204,801,2055]	[0,0,1,0]	[7077,2075,3438,7259]	2.5108e-02	8.7410e-01	4.1250e+00
GSKIP	[1,1,0,0]	[4555,203,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	3.2463e+00	7.1584e-02	Infinity
GSN	[4,0,0,3]	[4552,204,801,2053]	[6,1,0,7]	[7071,2074,3439,7252]	1.9682e-02	8.8843e-01	1.1977e+00
GSPT2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
GSR	[1,0,0,2]	[4555,204,801,2054]	[4,0,0,3]	[7073,2075,3439,7256]	9.3636e-02	7.5960e-01	9.7225e-01
GSS	[1,0,0,1]	[4555,204,801,2055]	[4,0,1,0]	[7073,2075,3438,7259]	1.1518e-02	9.1454e-01	7.9041e-01
GSTA1	[0,0,0,0]	[4556,204,801,2056]	[6,0,1,6]	[7071,2075,3438,7253]	4.3275e+00	3.7502e-02	0.0000e+00
GSTA2	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
GSTA3	[3,0,0,0]	[4553,204,801,2056]	[3,1,0,4]	[7074,2074,3439,7255]	1.4372e-02	9.0458e-01	8.4987e-01
GSTA4	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,1]	[7077,2075,3439,7258]	9.9703e-03	9.2046e-01	3.5319e+00
GSTA5	[1,0,1,0]	[4555,204,800,2056]	[1,4,1,2]	[7076,2071,3438,7257]	1.4608e-01	7.0231e-01	1.0285e+00
GSTCD	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	9.2341e-02	7.6122e-01	4.2081e-01
GSTM2	[3,0,0,1]	[4553,204,801,2055]	[6,0,0,2]	[7071,2075,3439,7257]	3.6858e-02	8.4776e-01	9.3298e-01
GSTM4	[0,0,0,1]	[4556,204,801,2055]	[1,1,0,1]	[7076,2074,3439,7258]	2.6907e-01	6.0396e-01	1.1103e+00
GSTM5	[1,0,0,1]	[4555,204,801,2055]	[2,0,0,2]	[7075,2075,3439,7257]	9.2341e-02	7.6122e-01	1.1331e+00
GSTO1	[0,0,0,1]	[4556,204,801,2055]	[1,2,0,3]	[7076,2073,3439,7256]	1.9815e-03	9.6449e-01	6.3201e-01
GSTO2	[1,0,0,1]	[4555,204,801,2055]	[4,1,2,2]	[7073,2074,3437,7257]	1.6490e-01	6.8468e-01	5.6048e-01
GSTP1	[2,0,0,0]	[4554,204,801,2056]	[4,0,0,2]	[7073,2075,3439,7257]	4.7864e-02	8.2682e-01	6.0579e-01
GSTT4	[3,0,0,0]	[4553,204,801,2056]	[4,0,0,0]	[7073,2075,3439,7259]	3.4991e-02	8.5162e-01	1.1651e+00
GSTZ1	[5,0,0,1]	[4551,204,801,2055]	[2,1,0,3]	[7075,2074,3439,7256]	1.3095e+00	2.5249e-01	2.4905e+00
GTDC1	[0,0,0,1]	[4556,204,801,2055]	[7,1,1,4]	[7070,2074,3438,7255]	2.4926e+00	1.1438e-01	1.9958e-01
GTF2A1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
GTF2A1L	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
GTF2B	[0,0,0,1]	[4556,204,801,2055]	[1,0,0,0]	[7076,2075,3439,7259]	3.0775e-02	8.6074e-01	1.9898e+00
GTF2E1	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,2]	[7077,2074,3439,7257]	2.6907e-01	6.0396e-01	1.1458e+00
GTF2E2	[0,1,0,0]	[4556,203,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	2.2516e-03	9.6215e-01	2.0625e+00
GTF2F1	[0,1,0,0]	[4556,203,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	3.8258e-02	8.4493e-01	7.4342e-01
GTF2F2	[1,0,0,0]	[4555,204,801,2056]	[1,0,1,0]	[7076,2075,3438,7259]	3.5410e-01	5.5180e-01	1.0479e+00
GTF2H2	[0,0,0,1]	[4556,204,801,2055]	[4,0,0,2]	[7073,2075,3439,7257]	3.6159e-01	5.4763e-01	3.8802e-01
GTF2H2C	[0,0,0,0]	[4556,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	6.3742e-01	4.2465e-01	0.0000e+00
GTF2H3	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
GTF2H4	[3,0,0,0]	[4553,204,801,2056]	[4,3,1,1]	[7073,2072,3438,7258]	2.8843e-03	9.5717e-01	8.1295e-01
GTF2H5	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.4786e-01	7.0059e-01	7.7662e-01
GTF2I	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
GTF2IRD1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
GTF2IRD2	[0,0,0,2]	[4556,204,801,2054]	[1,1,1,5]	[7076,2074,3438,7254]	4.8421e-02	8.2583e-01	8.7865e-01
GTF2IRD2B	[0,0,0,3]	[4556,204,801,2053]	[2,1,0,3]	[7075,2074,3439,7256]	5.7717e-02	8.1014e-01	1.5234e+00
GTF3A	[2,0,0,0]	[4554,204,801,2056]	[3,0,1,5]	[7074,2075,3438,7254]	2.5575e-01	6.1306e-01	4.9300e-01
GTF3C1	[1,0,2,0]	[4555,204,799,2056]	[1,2,1,3]	[7076,2073,3438,7256]	5.9047e-02	8.0801e-01	1.5691e+00
GTF3C2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
GTF3C3	[1,1,0,4]	[4555,203,801,2052]	[8,0,0,5]	[7069,2075,3439,7254]	2.6937e-03	9.5861e-01	1.0943e+00
GTF3C4	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
GTF3C5	[4,0,0,0]	[4552,204,801,2056]	[3,4,0,2]	[7074,2071,3439,7257]	7.1951e-04	9.7860e-01	1.2326e+00
GTF3C6	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
GTPBP1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
GTPBP10	[1,0,0,0]	[4555,204,801,2056]	[0,2,0,7]	[7077,2073,3439,7252]	2.3628e-01	6.2691e-01	3.5286e-01
GTPBP2	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.2793e-02	9.0995e-01	4.9666e-01
GTPBP3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
GTPBP4	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
GTPBP6	[5,0,0,2]	[4551,204,801,2054]	[4,0,0,10]	[7073,2075,3439,7249]	2.5365e-02	8.7346e-01	1.2193e+00
GTPBP8	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
GTSE1	[2,0,0,0]	[4554,204,801,2056]	[2,1,4,1]	[7075,2074,3435,7258]	9.6485e-03	9.2175e-01	6.5791e-01
GTSF1L	[1,0,1,0]	[4555,204,800,2056]	[1,1,3,5]	[7076,2074,3436,7254]	2.6526e-02	8.7062e-01	6.5962e-01
GUCA1A	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	2.2730e-04	9.8797e-01	5.5626e-01
GUCA1B	[1,0,0,0]	[4555,204,801,2056]	[0,2,0,4]	[7077,2073,3439,7255]	1.9815e-03	9.6449e-01	5.7289e-01
GUCA1C	[4,0,0,1]	[4552,204,801,2055]	[6,0,1,4]	[7071,2075,3438,7255]	2.4961e-02	8.7447e-01	9.3889e-01
GUCA2A	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
GUCA2B	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
GUCD1	[4,0,0,0]	[4552,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.9961e+00	1.5771e-01	6.2179e+00
GUCY1A1	[3,0,0,1]	[4553,204,801,2055]	[4,0,0,6]	[7073,2075,3439,7253]	1.5874e-02	8.9974e-01	9.0082e-01
GUCY1A2	[1,0,0,1]	[4555,204,801,2055]	[3,0,0,2]	[7074,2075,3439,7257]	5.0102e-02	8.2289e-01	8.5845e-01
